INSTNM,CITY,STABBR,LATITUDE,LONGITUDE,SAT_AVG,UGDS,UG,COSTT4_A,COSTT4_P,UNEMP_RATE,MN_EARN_WNE_P10
Regency Beauty Institute-Independence,Kansas City,MO,39.033691,-94.412518,NULL,73,NULL,NULL,25134,NULL,24400
Regency Beauty Institute-St Peters,St. Peters,MO,38.799569,-90.654425,NULL,109,NULL,NULL,23857,NULL,24400
Regency Beauty Institute-Peoria,Peoria,IL,40.739322,-89.63445,NULL,64,NULL,NULL,26574,NULL,24400
Regency Beauty Institute-Greenwood,Indianapolis,IN,39.638128,-86.123924,NULL,65,NULL,NULL,23998,NULL,24400
Regency Beauty Institute-Mehlville,Mehlville,MO,38.499384,-90.333587,NULL,50,NULL,NULL,23998,NULL,24400
Regency Beauty Institute-Duluth,Duluth,MN,46.808572,-92.16839,NULL,46,NULL,NULL,24612,NULL,24400
Regency Beauty Institute-Fairview Heights,Fairview Heights,IL,38.591245,-89.99059,NULL,82,NULL,NULL,25101,NULL,24400
Regency Beauty Institute-Champaign,Champaign,IL,40.14138,-88.251743,NULL,76,NULL,NULL,24914,NULL,24400
Regency Beauty Institute-Olathe,Olathe,KS,38.90312,-94.780239,NULL,50,NULL,NULL,22265,NULL,24400
The College of Health Care Professions-San Antonio,San Antonio,TX,29.488881,-98.576635,NULL,321,NULL,NULL,25669,NULL,30400
Everest Institute-South Plainfield,South Plainfield,NJ,40.556003,-74.425704,NULL,615,NULL,NULL,26784,NULL,23400
Daymar College-Madisonville,Madisonville,KY,37.35598,-87.489771,NULL,25,NULL,29691,NULL,NULL,24500
Brittany Beauty School,Bronx,NY,40.860986,-73.897254,NULL,166,NULL,NULL,23039,NULL,23900
Lincoln Technical Institute-Whitestone,Whitestone,NY,40.784113,-73.82885,NULL,733,NULL,NULL,23083,NULL,40500
American Public University System,Charles Town,WV,39.288383,-77.859781,NULL,44924,NULL,14542,NULL,NULL,PrivacySuppressed
Huntsville Bible College,Huntsville,AL,34.750363,-86.594888,NULL,118,NULL,13300,NULL,NULL,NULL
Beaumont Adult School,Beaumont,CA,33.951365,-116.964728,NULL,93,NULL,NULL,23030,NULL,PrivacySuppressed
Make-up Designory,Burbank,CA,34.180238,-118.308336,NULL,216,NULL,NULL,22744,NULL,PrivacySuppressed
Gnomon School of Visual Effects,Hollywood,CA,34.090094,-118.329106,NULL,376,NULL,NULL,32880,NULL,PrivacySuppressed
Coachella Valley Beauty College,La Quinta,CA,33.70744,-116.277848,NULL,64,NULL,NULL,13516,NULL,PrivacySuppressed
Career College of California,Santa Ana,CA,33.74838,-117.866091,NULL,194,NULL,NULL,28091,NULL,PrivacySuppressed
Valley College of Medical Careers,West Hills,CA,34.22201,-118.605391,NULL,94,NULL,NULL,26275,NULL,PrivacySuppressed
Academy of Natural Therapy Inc,Greeley,CO,40.425601,-104.668812,NULL,54,NULL,NULL,25736,NULL,PrivacySuppressed
Academy Di Capelli-School of Cosmetology,Wallingford,CT,41.489905,-72.806897,NULL,27,NULL,NULL,16003,NULL,PrivacySuppressed
Delaware Learning Institute of Cosmetology,Dagsboro,DE,38.543072,-75.255833,NULL,70,NULL,NULL,13521,NULL,PrivacySuppressed
Palm Beach Academy of Health & Beauty,Lake Park,FL,26.803621,-80.074979,NULL,103,NULL,NULL,14788,NULL,PrivacySuppressed
SABER College,Miami,FL,25.771518,-80.261299,NULL,600,NULL,NULL,26105,NULL,PrivacySuppressed
Taylor College,Belleview,FL,29.040113,-82.062384,NULL,150,NULL,24358,NULL,NULL,PrivacySuppressed
Pensacola School of Massage Therapy & Health Careers,Pensacola,FL,30.494755,-87.195529,NULL,91,NULL,NULL,20156,NULL,PrivacySuppressed
Ideal Beauty Academy,Jeffersonville,IN,38.29162,-85.725189,NULL,37,NULL,NULL,14612,NULL,PrivacySuppressed
Success Schools,Merrillville,IN,41.469618,-87.358016,NULL,132,NULL,NULL,17667,NULL,PrivacySuppressed
Louisiana Culinary Institute,Baton Rouge,LA,30.410953,-91.06621,NULL,208,NULL,26277,NULL,NULL,PrivacySuppressed
Bais Medrash Toras Chesed,Lakewood,NJ,40.099704,-74.21127,NULL,111,NULL,15000,NULL,NULL,PrivacySuppressed
Center for Natural Wellness School of Massage Therapy,Albany,NY,42.72093,-73.805687,NULL,45,NULL,NULL,24877,NULL,PrivacySuppressed
Ace Computer Training Center,Forest Hills,NY,40.715882,-73.843281,NULL,162,NULL,NULL,NULL,NULL,NULL
New Age Training,New York,NY,40.748278,-73.99151,NULL,136,NULL,NULL,9850,NULL,PrivacySuppressed
Dayton School of Medical Massage,Dayton,OH,39.682757,-84.169069,NULL,257,NULL,27929,NULL,NULL,PrivacySuppressed
Northcoast Medical Training Academy,Kent,OH,41.154749,-81.325903,NULL,136,NULL,NULL,18512,NULL,PrivacySuppressed
American Institute of Medical Technology,Tulsa,OK,36.061988,-95.923639,NULL,75,NULL,NULL,13672,NULL,PrivacySuppressed
Carib Technological Institute,Bayamon,PR,18.36539,-66.175581,NULL,60,NULL,NULL,7292,NULL,PrivacySuppressed
Visible Music College,Memphis,TN,35.14455,-90.049231,1031,112,NULL,32600,NULL,NULL,PrivacySuppressed
CCI Training Center-Arlington,Arlington,TX,32.75582,-97.100336,NULL,209,NULL,NULL,28324,NULL,PrivacySuppressed
Champion Beauty College,Houston,TX,29.99352,-95.489211,NULL,52,NULL,NULL,14974,NULL,PrivacySuppressed
Professional Careers Institute,Houston,TX,29.732257,-95.487318,NULL,69,NULL,NULL,NULL,NULL,PrivacySuppressed
Southeast Texas Career Institute,Silsbee,TX,30.341896,-94.169885,NULL,100,NULL,NULL,16909,NULL,PrivacySuppressed
Southwest Applied Technology College,Cedar City,UT,37.664147,-113.069906,NULL,202,NULL,NULL,NULL,NULL,NULL
Academy of Cosmetology,Janesville,WI,42.679705,-89.048961,NULL,63,NULL,NULL,13405,NULL,PrivacySuppressed
Milwaukee Career College,Milwaukee,WI,43.074192,-88.048714,NULL,92,NULL,NULL,21041,NULL,PrivacySuppressed
University of the West,Rosemead,CA,34.045985,-118.082964,NULL,116,NULL,20075,NULL,NULL,NULL
South University-Tampa,Tampa,FL,27.982269,-82.500357,NULL,593,NULL,27602,NULL,NULL,34100
Milan Institute of Cosmetology-San Antonio Military,San Antonio,TX,29.358223,-98.500563,NULL,210,NULL,NULL,17532,NULL,21900
Appalachian College of Pharmacy,Oakwood,VA,37.211496,-82.005227,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Averett University-Non-Traditional Programs,Danville,VA,36.577257,-79.413195,NULL,702,NULL,26575,NULL,NULL,48300
Paul Mitchell the School-Tampa,Tampa,FL,28.06864,-82.574571,NULL,188,NULL,NULL,17653,NULL,24700
Paul Mitchell the School-San Diego,San Diego,CA,32.719045,-117.16078,NULL,278,NULL,NULL,20940,NULL,24700
Paul Mitchell the School-Michigan,Sterling Heights,MI,42.593991,-83.028641,NULL,220,NULL,NULL,18201,NULL,24700
Paul Mitchell the School-Sherman Oaks,Sherman Oaks,CA,34.15532,-118.466971,NULL,291,NULL,NULL,18848,NULL,NULL
Paul Mitchell the School-Mclean,McLean,VA,38.916227,-77.221586,NULL,184,NULL,NULL,19405,NULL,19900
Miami-Jacobs Career College-Troy,Troy,OH,40.028964,-84.226144,NULL,206,NULL,25413,NULL,NULL,28700
Blue Cliff College-Houma,Houma,LA,29.59157,-90.718451,NULL,218,NULL,NULL,25367,NULL,24500
The Art Institute of Salt Lake City,Draper,UT,40.534174,-111.895543,NULL,375,NULL,27173,NULL,NULL,30300
Fortis College-Columbus,Westerville,OH,40.083063,-82.900188,NULL,694,NULL,23668,NULL,NULL,27700
Fortis College-Cincinnati,Cincinnati,OH,39.283312,-84.444969,NULL,471,NULL,31787,NULL,NULL,27700
Fortis Institute-Baltimore,Baltimore,MD,39.309556,-76.749455,NULL,515,NULL,NULL,27581,NULL,35800
The Art Institute of Charleston,Charleston,SC,32.781424,-79.926971,NULL,554,NULL,32548,NULL,NULL,35300
Argosy University-The Art Institute of California-Sacramento,Sacramento,CA,38.62211,-121.519083,NULL,993,NULL,32486,NULL,NULL,41300
Blue Cliff College-Fayetteville,Fayetteville,AR,36.11393,-94.144491,NULL,412,NULL,NULL,23738,NULL,21400
Blue Cliff College-Alexandria,Alexandria,LA,31.275718,-92.47662,NULL,271,NULL,NULL,27653,NULL,29900
StenoTech Career Institute-Piscataway,Piscataway,NJ,40.551998,-74.47443,NULL,55,NULL,NULL,14303,NULL,PrivacySuppressed
Ultimate Medical Academy-Tampa,Tampa,FL,28.035202,-82.4573,NULL,12516,NULL,NULL,26261,NULL,26100
Beauty Schools of America-North Miami Beach,North Miami Beach,FL,25.926365,-80.163613,NULL,416,NULL,NULL,22519,NULL,18200
Virginia College-Biloxi,Biloxi,MS,30.444238,-88.93227,NULL,381,NULL,20321,NULL,NULL,28900
ITT Technical Institute-St Petersburg,Tampa,FL,27.98277,-82.547431,NULL,151,NULL,NULL,NULL,NULL,42800
ITT Technical Institute-Baton Rouge,Baton Rouge,LA,30.36585,-91.024815,NULL,641,NULL,26940,NULL,NULL,42800
ITT Technical Institute-Columbia,Columbia,SC,34.03282,-81.104851,NULL,315,NULL,28083,NULL,NULL,42800
ITT Technical Institute-Wichita,Wichita,KS,37.74162,-97.242461,NULL,189,NULL,28141,NULL,NULL,42800
ITT Technical Institute-Atlanta,Atlanta,GA,33.612408,-84.405422,NULL,475,NULL,27698,NULL,NULL,42800
ITT Technical Institute-Mobile,Mobile,AL,30.668032,-88.119728,NULL,733,NULL,27484,NULL,NULL,42800
ITT Technical Institute-Chattanooga,Chattanooga,TN,35.009886,-85.215739,NULL,226,NULL,27156,NULL,NULL,42800
ITT Technical Institute-South Bend,South Bend,IN,41.711631,-86.20392,NULL,223,NULL,27428,NULL,NULL,42800
Virginia College-School of Business and Health-Chattanooga,Chattanooga,TN,35.007264,-85.210544,NULL,345,NULL,22455,NULL,NULL,28900
Strayer University-Delaware,Newark,DE,39.6862,-75.659921,NULL,234,NULL,NULL,NULL,NULL,55200
Brite Divinity School,Fort Worth,TX,32.709543,-97.361561,NULL,NULL,NULL,NULL,NULL,NULL,57500
Strayer University-Alabama,Birmingham,AL,33.43873,-86.717661,NULL,422,NULL,32064,NULL,NULL,55200
Brown Aveda Institute-Rocky River,Rocky River,OH,41.482182,-81.837528,NULL,134,NULL,NULL,18779,NULL,PrivacySuppressed
Clary Sage College,Tulsa,OK,36.117058,-95.903835,NULL,362,NULL,NULL,22218,NULL,22900
Broadview University-Layton,Layton,UT,41.068684,-111.981552,NULL,118,NULL,25194,NULL,NULL,28200
International Academy of Design and Technology-Sacramento,Sacramento,CA,38.655362,-121.520835,NULL,60,NULL,NULL,NULL,NULL,30800
University of Phoenix-Alabama,Birmingham,AL,33.417172,-86.683445,NULL,198,NULL,23490,NULL,NULL,58400
Sanford-Brown College-San Antonio,San Antonio,TX,29.518459,-98.557972,NULL,418,NULL,22155,NULL,NULL,30800
University of Phoenix-Washington DC,Washington,DC,38.897855,-77.009974,NULL,251,NULL,23300,NULL,NULL,58400
Argosy University-Inland Empire,Ontario,CA,34.06641,-117.578381,NULL,367,NULL,26907,NULL,NULL,41300
Argosy University-Nashville,Nashville,TN,36.154664,-86.634674,NULL,216,NULL,24169,NULL,NULL,41300
Argosy University-San Diego,San Diego,CA,32.775512,-117.158047,NULL,234,NULL,28383,NULL,NULL,41300
Rasmussen College-Wisconsin,Green Bay,WI,44.526244,-88.080783,NULL,1127,NULL,23120,NULL,NULL,33100
Empire Beauty School-Lisle,Lisle,IL,41.779137,-88.107234,NULL,57,NULL,NULL,19065,NULL,20700
Empire Beauty School-Richmond,Richmond,VA,37.636022,-77.548933,NULL,108,NULL,NULL,18205,NULL,23400
Empire Beauty School-North Hills,Pittsburgh,PA,40.520206,-80.004989,NULL,145,NULL,NULL,18619,NULL,19700
Empire Beauty School-Concord,Concord,NC,35.364501,-80.713322,NULL,103,NULL,NULL,18007,NULL,20600
Empire Beauty School-Arlington Heights,Arlington Heights,IL,42.116982,-87.984764,NULL,138,NULL,NULL,17916,NULL,22900
Lexington Healing Arts Academy,Lexington,KY,38.014223,-84.522569,NULL,187,NULL,NULL,NULL,NULL,NULL
Empire Beauty School-Hooksett,Hooksett,NH,43.056383,-71.441338,NULL,122,NULL,NULL,14411,NULL,20100
The Institute of Beauty and Wellness,Milwaukee,WI,43.035096,-87.90648,NULL,213,NULL,NULL,24717,NULL,PrivacySuppressed
InterCoast Colleges-Carson,Carson,CA,33.833177,-118.259112,NULL,125,NULL,NULL,29323,NULL,26100
InterCoast Career Institute-South Portland,South Portland,ME,43.638368,-70.357301,NULL,227,NULL,NULL,31767,NULL,26100
Carrington College-Stockton,Stockton,CA,37.998992,-121.323199,NULL,549,NULL,NULL,22984,NULL,31100
Carrington College-Citrus Heights,Citrus Heights,CA,38.679983,-121.29421,NULL,517,NULL,NULL,21374,NULL,31100
Euphoria Institute of Beauty Arts & Sciences-Summerlin,Las Vegas,NV,36.147416,-115.300578,NULL,297,NULL,NULL,18872,NULL,29100
Euphoria Institute of Beauty Arts & Sciences-Green Valley,Henderson,NV,35.991238,-115.102942,NULL,137,NULL,NULL,18406,NULL,29100
Empire Beauty School-Portsmouth,Portsmouth,NH,43.033092,-70.782274,NULL,140,NULL,NULL,14794,NULL,21900
LIU Riverhead,Riverhead,NY,40.876143,-72.6991,NULL,39,NULL,NULL,NULL,NULL,52300
Regency Beauty Institute-Lakewood,Lakewood,CO,39.717471,-105.079689,NULL,59,NULL,NULL,27386,NULL,24400
Regency Beauty Institute-Westminster,Westminster,CO,39.85815,-105.0727,NULL,131,NULL,NULL,24723,NULL,24400
Regency Beauty Institute-Avon,Indianapolis,IN,39.765479,-86.306757,NULL,31,NULL,NULL,23929,NULL,24400
Regency Beauty Institute-Joliet,Joliet,IL,41.576664,-88.161333,NULL,66,NULL,NULL,23767,NULL,24400
Regency Beauty Institute-Rockford,Rockford,IL,42.264469,-88.982031,NULL,96,NULL,NULL,24058,NULL,24400
Regency Beauty Institute-Greenfield,Greenfield,WI,42.959163,-88.012889,NULL,79,NULL,NULL,23637,NULL,24400
Regency Beauty Institute-Metro Center,Phoenix,AZ,33.582618,-112.148147,NULL,39,NULL,NULL,24824,NULL,24400
Regency Beauty Institute-East Tucson,Tucson,AZ,32.22229,-110.838125,NULL,87,NULL,NULL,23365,NULL,24400
Regency Beauty Institute-Tri-County,Springdale,OH,39.286126,-84.464046,NULL,42,NULL,NULL,25338,NULL,24400
Regency Beauty Institute-Eastgate,Cincinnati,OH,39.096687,-84.275642,NULL,61,NULL,NULL,24281,NULL,24400
Regency Beauty Institute-Topeka,Topeka,KS,39.031146,-95.760864,NULL,43,NULL,NULL,24406,NULL,24400
Columbia Southern University,Orange Beach,AL,30.330964,-87.652505,NULL,15286,NULL,13497,NULL,NULL,PrivacySuppressed
Arizona Summit Law School,Phoenix,AZ,33.44871,-112.073152,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Arizona Culinary Institute,Scottsdale,AZ,33.581935,-111.831237,NULL,119,NULL,NULL,38054,NULL,PrivacySuppressed
InfoTech Career College,Paramount,CA,33.88973,-118.150161,NULL,136,NULL,NULL,23208,NULL,NULL
Trident University International,Cypress,CA,33.805244,-118.034759,NULL,2902,NULL,15233,NULL,NULL,PrivacySuppressed
Coastline Beauty College,Fountain Valley,CA,33.72854,-117.920951,NULL,182,NULL,NULL,20601,NULL,NULL
Career College Consultants,Los Angeles,CA,34.14257,-118.223191,NULL,119,NULL,NULL,24982,NULL,NULL
San Diego College,San Diego,CA,32.72073,-117.159001,NULL,75,NULL,NULL,37377,NULL,NULL
Montessori Casa International,Denver,CO,39.721005,-104.899052,NULL,15,NULL,NULL,NULL,NULL,NULL
Branford Academy of Hair and Cosmetology,Branford,CT,41.2763,-72.853601,NULL,42,NULL,NULL,18716,NULL,NULL
Academy of Massage and Bodywork,Bear,DE,39.628597,-75.667515,NULL,48,NULL,NULL,NULL,NULL,NULL
Digital Media Arts College,Boca Raton,FL,26.39558,-80.110711,NULL,289,NULL,24071,NULL,NULL,PrivacySuppressed
Academy for Five Element Acupuncture,Gainesville,FL,29.650075,-82.321994,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Academy of Career Training,Kissimmee,FL,28.306092,-81.439569,NULL,147,NULL,NULL,11373,NULL,NULL
Management Resources College,Miami,FL,25.77743,-80.264501,NULL,708,NULL,NULL,20829,NULL,PrivacySuppressed
Paul Mitchell the School-Miami,Miami,FL,25.686486,-80.313374,NULL,145,NULL,NULL,15384,NULL,PrivacySuppressed
Wolford College,Naples,FL,26.268251,-81.791959,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Aveda Institute-South Florida,Davie,FL,26.044561,-80.251738,NULL,580,NULL,NULL,22050,NULL,PrivacySuppressed
Aveda Institute-Tallahassee,Tallahassee,FL,30.442008,-84.319052,NULL,572,NULL,NULL,20463,NULL,NULL
Shear Excellence Hair Academy,Tampa,FL,28.025521,-82.502609,NULL,53,NULL,NULL,21532,NULL,NULL
Carlson College of Massage Therapy,Anamosa,IA,42.103958,-91.356196,NULL,33,NULL,NULL,11668,NULL,NULL
SOLEX Medical Academy,Chicago,IL,41.88541,-87.627071,NULL,11,NULL,NULL,15470,NULL,NULL
MyComputerCareer.com-Indianapolis,Indianapolis,IN,39.91706,-86.220031,NULL,219,NULL,NULL,27078,NULL,NULL
Z Hair Academy,Lawrence,KS,38.939914,-95.262052,NULL,95,NULL,NULL,13030,NULL,NULL
DiGrigoli School of Cosmetology,West Springfield,MA,42.14632,-72.630273,NULL,24,NULL,NULL,14559,NULL,NULL
Millennium Training Institute,Woburn,MA,42.495839,-71.127076,NULL,117,NULL,NULL,24840,NULL,NULL
Gallery College of Beauty,Clinton Township,MI,42.577735,-82.884196,NULL,142,NULL,NULL,17446,NULL,NULL
Lakewood School of Therapeutic Massage,Port Huron,MI,42.972344,-82.425648,NULL,23,NULL,NULL,NULL,NULL,NULL
The Salon Spa Academy,Battle Creek,MI,42.29746,-85.223862,NULL,67,NULL,NULL,19297,NULL,NULL
Trend Setters School of Cosmetology,Cape Girardeau,MO,37.284689,-89.556509,NULL,61,NULL,NULL,14012,NULL,NULL
Academy of Hair Design-Springfield,Springfield,MO,37.179756,-93.263613,NULL,101,NULL,NULL,14497,NULL,NULL
Corinth Academy of Cosmetology,Corinth,MS,34.934036,-88.520546,NULL,128,NULL,NULL,11458,NULL,NULL
Southeastern Institute-Charlotte,Charlotte,NC,35.16764,-80.887311,NULL,304,NULL,NULL,23754,NULL,NULL
Gentle Healing School of Massage,Cranbury,NJ,40.319144,-74.507261,NULL,5,NULL,NULL,17931,NULL,NULL
Yeshivas Be'er Yitzchok,Elizabeth,NJ,40.682465,-74.213255,NULL,49,NULL,27160,NULL,NULL,PrivacySuppressed
Yeshiva Toras Chaim,Lakewood,NJ,40.098692,-74.182143,NULL,215,NULL,18243,NULL,NULL,NULL
Talmudical Seminary of Bobov,Brooklyn,NY,40.634729,-73.995267,NULL,327,NULL,13441,NULL,NULL,PrivacySuppressed
New York Methodist Hospital Center for Allied Health Education,Brooklyn,NY,40.608669,-73.959024,NULL,227,NULL,45069,NULL,NULL,NULL
Monroe 2 Orleans BOCES-Center for Workforce Development,Rochester,NY,43.152828,-77.743851,NULL,104,NULL,NULL,8955,NULL,NULL
Aveda Fredric's Institute-Cincinnati,West Chester,OH,39.35481,-84.361571,NULL,226,NULL,NULL,18323,NULL,NULL
MyComputerCareer.com-Columbus,Westerville,OH,40.145779,-82.943182,NULL,249,NULL,NULL,36335,NULL,NULL
CDE Career Institute,Tannersville,PA,41.034783,-75.302804,NULL,31,NULL,NULL,26719,NULL,NULL
Instituto Educativo Premier,Ponce,PR,18.01291,-66.611494,NULL,152,NULL,NULL,13315,NULL,NULL
Charleston School of Law,Charleston,SC,32.790803,-79.938087,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Elite College of Cosmetology,Lexington,TN,35.657847,-88.409239,NULL,72,NULL,NULL,13210,NULL,NULL
Memphis Institute of Barbering,Memphis,TN,35.158149,-90.014448,NULL,147,NULL,NULL,10410,NULL,NULL
Manuel and Theresa's School of Hair Design-Bryan,Bryan,TX,30.675408,-96.373463,NULL,25,NULL,NULL,12338,NULL,NULL
Southwest University at El Paso,El Paso,TX,31.788352,-106.413168,NULL,986,NULL,22344,NULL,NULL,NULL
Paul Mitchell the School-Austin,Austin,TX,30.38632,-97.742121,NULL,166,NULL,NULL,18749,NULL,NULL
Aveda Institute-Provo,Provo,UT,40.23664,-111.658664,NULL,152,NULL,NULL,19533,NULL,NULL
Dixie Applied Technology College,Saint George,UT,37.082803,-113.606286,NULL,219,NULL,NULL,18615,NULL,NULL
Dominion School of Hair Design,Gloucester Point,VA,37.259953,-76.493641,NULL,37,NULL,NULL,15676,NULL,NULL
Victoria's Academy of Cosmetology,Kennewick,WA,46.208886,-119.122296,NULL,88,NULL,NULL,14508,NULL,NULL
Inland Massage Institute,Spokane,WA,47.7443,-117.397181,NULL,34,NULL,26899,NULL,NULL,NULL
Sunnyside Beauty Academy,Sunnyside,WA,46.324684,-119.986499,NULL,11,NULL,NULL,9418,NULL,NULL
Wisconsin Academy,Peshtigo,WI,45.054091,-87.727785,NULL,28,NULL,NULL,15642,NULL,NULL
The Art Institute of Pittsburgh-Online Division,Pittsburgh,PA,40.43748,-79.999455,NULL,9374,NULL,28930,NULL,NULL,36000
University of South Florida-Sarasota-Manatee,Sarasota,FL,27.391766,-82.562951,1105,1690,NULL,13925,NULL,NULL,45200
Brown Mackie College-Indianapolis,Indianapolis,IN,39.783638,-86.157795,NULL,995,NULL,24287,NULL,NULL,30300
CollegeAmerica-Cheyenne,Cheyenne,WY,41.175818,-104.827868,NULL,60,NULL,29312,NULL,NULL,28000
Paul Mitchell the School-San Antonio,San Antonio,TX,29.49089,-98.584831,NULL,314,NULL,NULL,21477,NULL,26800
Centro de Estudios Multidisciplinarios-Bayamon,Bayam„n,PR,18.398812,-66.155641,NULL,607,NULL,11131,NULL,NULL,20500
Bryant & Stratton College-Wauwatosa,Wauwatosa,WI,43.043215,-88.050983,NULL,698,NULL,21281,NULL,NULL,24300
Minnesota School of Business-Blaine,Blaine,MN,45.160645,-93.168177,NULL,231,NULL,23589,NULL,NULL,35200
The Art Institute of Michigan,Novi,MI,42.498643,-83.442576,NULL,972,NULL,30097,NULL,NULL,37300
The Art Institute of Austin,Austin,TX,30.479556,-97.676358,NULL,1189,NULL,30833,NULL,NULL,37700
Argosy University-The Art Institute of California-Silicon Valley,Sunnyvale,CA,37.37317,-121.99938,NULL,436,NULL,32559,NULL,NULL,41300
